Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Year,Outlet_Size,Outlet_Location_Type,OUTLET TYPE,SALES
FDF47,20.85,Low Fat,9.82%,Starchy Foods,$224.07,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,243.75"
FDF56,16.7,Regular,11.94%,Fruits and Vegetables,$182.20,OUT035,2004,Small,Tier 2,Supermarket Type1,$724.39
FDW12,8.315,Regular,5.95%,Baking Goods,$143.64,OUT010,1998,null,Tier 3,Grocery Store,$145.14
FDY09,null,Low Fat,4.41%,Snack Foods,$173.81,OUT019,1985,Small,Tier 1,Grocery Store,$175.11
FDY55,16.75,Low Fat,8.13%,Fruits and Vegetables,$258.50,OUT035,2004,Small,Tier 2,Supermarket Type1,"$4,111.98"
FDU36,null,Low Fat,8.10%,Baking Goods,$98.84,OUT019,1985,Small,Tier 1,Grocery Store,$492.69
NCR06,12.5,Low Fat,0.68%,Household,$42.91,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,022.67"
FDW24,6.8,Low Fat,3.75%,Baking Goods,$49.90,OUT046,1997,Small,Tier 1,Supermarket Type1,$194.41
FDF16,7.3,Low Fat,8.61%,Frozen Foods,$149.81,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,808.34"
NCR18,15.85,Low Fat,2.05%,Household,$42.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,$852.22
DRD01,12.1,Regular,6.12%,Soft Drinks,$56.56,OUT035,2004,Small,Tier 2,Supermarket Type1,$828.92
FDS15,9.195,Regular,7.82%,Meat,$107.66,OUT045,2002,null,Tier 2,Supermarket Type1,$323.58
FDT19,7.59,Regular,14.49%,Fruits and Vegetables,$174.71,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,942.84"
FDE59,12.15,Low Fat,6.22%,Starchy Foods,$34.55,OUT013,1987,High,Tier 3,Supermarket Type1,$359.53
FDE04,19.75,Regular,3.02%,Frozen Foods,$179.77,OUT010,1998,null,Tier 3,Grocery Store,$719.06
NCV17,18.85,Low Fat,1.61%,Health and Hygiene,$130.26,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,360.93"
FDC17,12.15,LF,1.54%,Frozen Foods,$211.29,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,735.11"
FDI45,13.1,Low Fat,3.76%,Fruits and Vegetables,$174.21,OUT035,2004,Small,Tier 2,Supermarket Type1,"$3,677.21"
FDZ33,null,Low Fat,10.69%,Snack Foods,$146.71,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,843.00"
FDJ56,null,Low Fat,32.11%,Fruits and Vegetables,$100.77,OUT019,1985,Small,Tier 1,Grocery Store,$199.74
FDN25,7.895,Regular,6.11%,Breakfast,$58.56,OUT013,1987,High,Tier 3,Supermarket Type1,$171.78
FDC10,null,Regular,12.76%,Snack Foods,$118.91,OUT019,1985,Small,Tier 1,Grocery Store,$120.51
FDQ22,16.75,Low Fat,2.98%,Snack Foods,$38.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,$628.52
NCR54,16.35,Low Fat,0.00%,Household,$198.21,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,946.17"
DRK11,8.21,Low Fat,1.08%,Hard Drinks,$149.54,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,789.67"
DRI37,15.85,Low Fat,10.82%,Soft Drinks,$58.39,OUT017,2007,null,Tier 2,Supermarket Type1,$468.72
FDX37,16.2,Low Fat,6.31%,Canned,$100.47,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,597.92"
FDF05,17.5,Low Fat,2.69%,Frozen Foods,$264.49,OUT046,1997,Small,Tier 1,Supermarket Type1,"$3,681.87"
FDW36,null,Low Fat,9.97%,Baking Goods,$107.46,OUT019,1985,Small,Tier 1,Grocery Store,$317.59
FDI04,13.65,Regular,7.29%,Frozen Foods,$198.14,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,977.43"
FDB04,11.35,Regular,6.34%,Dairy,$88.99,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,230.40"
FDU38,10.8,Low Fat,8.25%,Dairy,$191.15,OUT035,2004,Small,Tier 2,Supermarket Type1,"$4,410.26"
FDY28,7.47,Regular,15.20%,Frozen Foods,$211.82,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,496.05"
FDP20,19.85,Low Fat,4.57%,Fruits and Vegetables,$126.40,OUT046,1997,Small,Tier 1,Supermarket Type1,"$1,012.02"
FDC29,8.39,Regular,2.43%,Frozen Foods,$113.62,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,862.94"
FDR45,10.8,Low Fat,2.90%,Snack Foods,$239.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$6,692.62"
NCC42,15,Low Fat,4.49%,Health and Hygiene,$140.28,OUT046,1997,Small,Tier 1,Supermarket Type1,"$1,404.84"
NCF42,17.35,Low Fat,16.83%,Household,$176.77,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,812.34"
FDZ45,14.1,Low Fat,11.19%,Snack Foods,$198.81,OUT010,1998,null,Tier 3,Grocery Store,$992.04
FDB23,19.2,Regular,0.56%,Starchy Foods,$226.61,OUT017,2007,null,Tier 2,Supermarket Type1,"$5,191.24"
FDC41,15.6,Low Fat,11.71%,Frozen Foods,$78.07,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,148.51"
FDA10,null,LF,24.83%,Snack Foods,$124.11,OUT019,1985,Small,Tier 1,Grocery Store,$245.01
NCM26,20.5,LF,2.33%,Others,$154.13,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,909.55"
FDZ58,null,Low Fat,9.14%,Snack Foods,$122.31,OUT019,1985,Small,Tier 1,Grocery Store,$122.51
FDW35,10.6,Low Fat,1.11%,Breads,$41.45,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,468.09"
FDX32,15.1,Regular,9.98%,Fruits and Vegetables,$143.38,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,733.74"
FDK40,7.035,Low Fat,2.19%,Frozen Foods,$264.69,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$5,785.80"
FDD04,16,Low Fat,9.05%,Dairy,$142.42,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,985.42"
FDP28,13.65,Regular,8.06%,Frozen Foods,$262.69,OUT046,1997,Small,Tier 1,Supermarket Type1,"$4,175.90"
NCL42,18.85,Low Fat,4.03%,Household,$246.71,OUT013,1987,High,Tier 3,Supermarket Type1,"$6,615.39"
DRB13,6.115,Regular,0.70%,Soft Drinks,$190.35,OUT035,2004,Small,Tier 2,Supermarket Type1,$569.26
FDC33,8.96,Regular,6.92%,Fruits and Vegetables,$196.58,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$2,759.08"
FDO58,19.6,Low Fat,3.96%,Snack Foods,$165.95,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,631.24"
FDE34,9.195,Low Fat,18.06%,Snack Foods,$182.26,OUT010,1998,null,Tier 3,Grocery Store,$363.53
NCE19,8.97,Low Fat,9.30%,Household,$52.80,OUT046,1997,Small,Tier 1,Supermarket Type1,"$1,037.32"
NCJ18,12.35,LF,27.44%,Household,$117.11,OUT010,1998,null,Tier 3,Grocery Store,$355.54
FDF52,9.3,Low Fat,6.69%,Frozen Foods,$183.93,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$3,283.73"
FDY04,17.7,Regular,4.25%,Frozen Foods,$162.42,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,468.09"
DRF49,7.27,Low Fat,7.12%,Soft Drinks,$111.95,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,138.52"
FDX27,20.7,Regular,19.10%,Dairy,$92.84,OUT010,1998,null,Tier 3,Grocery Store,$189.09
FDV28,16.1,Regular,15.96%,Frozen Foods,$32.86,OUT013,1987,High,Tier 3,Supermarket Type1,$339.56
FDE33,null,Regular,8.69%,Fruits and Vegetables,$78.86,OUT019,1985,Small,Tier 1,Grocery Store,$314.26
FDQ37,20.75,Low Fat,8.92%,Breakfast,$193.35,OUT013,1987,High,Tier 3,Supermarket Type1,"$6,006.18"
NCG30,20.2,LF,11.23%,Household,$123.60,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,988.11"
NCH29,5.51,Low Fat,3.47%,Health and Hygiene,$98.57,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,761.71"
FDV20,20.2,Regular,0.00%,Fruits and Vegetables,$129.07,OUT017,2007,null,Tier 2,Supermarket Type1,"$3,560.70"
FDG57,14.7,Low Fat,7.26%,Fruits and Vegetables,$48.50,OUT018,2009,Medium,Tier 3,Supermarket Type2,$874.86
FDU60,20,Regular,5.99%,Baking Goods,$168.51,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,874.92"
NCH30,17.1,Low Fat,11.24%,Household,$112.99,OUT010,1998,null,Tier 3,Grocery Store,$113.19
NCM29,11.5,Low Fat,2.95%,Health and Hygiene,$132.66,OUT010,1998,null,Tier 3,Grocery Store,$262.33
FDB12,11.15,Regular,10.57%,Baking Goods,$104.46,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$2,181.16"
FDD53,16.2,Low Fat,4.43%,Frozen Foods,$43.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,$503.34
FDI44,16.1,Low Fat,10.04%,Fruits and Vegetables,$76.03,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,853.59"
FDW56,null,Low Fat,7.06%,Fruits and Vegetables,$191.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$7,504.23"
FDA01,15,Regular,5.46%,Canned,$59.49,OUT018,2009,Medium,Tier 3,Supermarket Type2,$644.49
FDG47,12.8,Low Fat,6.96%,Starchy Foods,$263.03,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,885.58"
FDT40,5.985,Low Fat,0.00%,Frozen Foods,$125.27,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,017.34"
FDU20,19.35,Regular,2.15%,Fruits and Vegetables,$120.31,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,530.71"
NCP41,16.6,Low Fat,1.63%,Health and Hygiene,$109.86,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,617.89"
FDW36,null,LF,5.67%,Baking Goods,$106.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$2,328.97"
FDN31,11.5,Low Fat,7.30%,Fruits and Vegetables,$189.25,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,328.27"
NCU54,8.88,Low Fat,16.51%,Household,$207.73,OUT010,1998,null,Tier 3,Grocery Store,$209.73
FDS01,11.6,Low Fat,1.77%,Canned,$177.97,OUT046,1997,Small,Tier 1,Supermarket Type1,"$1,244.38"
FDA23,9.8,LF,4.75%,Baking Goods,$101.70,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,518.02"
FDY08,9.395,Regular,17.14%,Fruits and Vegetables,$139.18,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,685.81"
FDJ28,12.3,Low Fat,2.19%,Frozen Foods,$193.32,OUT046,1997,Small,Tier 1,Supermarket Type1,"$3,078.66"
DRF36,16.1,Low Fat,2.36%,Soft Drinks,$192.68,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,866.27"
FDH44,19.1,Regular,4.33%,Fruits and Vegetables,$147.54,OUT010,1998,null,Tier 3,Grocery Store,$294.28
NCY54,8.43,Low Fat,17.80%,Household,$174.04,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,069.31"
FDR59,14.5,Regular,10.69%,Breads,$260.46,OUT010,1998,null,Tier 3,Grocery Store,"$1,046.64"
DRA59,8.27,Regular,12.79%,Soft Drinks,$184.89,OUT046,1997,Small,Tier 1,Supermarket Type1,"$4,442.22"
FDS55,7.02,Low Fat,8.16%,Fruits and Vegetables,$148.07,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,930.15"
FDZ28,20,Regular,5.16%,Frozen Foods,$128.07,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,780.35"
DRG49,7.81,Low Fat,6.76%,Soft Drinks,$246.05,OUT045,2002,null,Tier 2,Supermarket Type1,"$7,086.11"
FDH21,null,Low Fat,5.47%,Seafood,$158.66,OUT019,1985,Small,Tier 1,Grocery Store,$316.92
NCN19,13.1,Low Fat,1.21%,Others,$189.85,OUT013,1987,High,Tier 3,Supermarket Type1,"$3,415.55"
FDP25,15.2,Low Fat,2.13%,Canned,$216.58,OUT045,2002,null,Tier 2,Supermarket Type1,"$5,241.18"
DRH59,10.8,Low Fat,5.84%,Hard Drinks,$74.74,OUT046,1997,Small,Tier 1,Supermarket Type1,"$1,025.33"
FDH09,12.6,Low Fat,5.61%,Seafood,$50.80,OUT035,2004,Small,Tier 2,Supermarket Type1,$473.38
NCK54,12.15,Low Fat,2.96%,Household,$115.02,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,912.88"
FDT21,7.42,Low Fat,2.04%,Snack Foods,$248.91,OUT045,2002,null,Tier 2,Supermarket Type1,"$5,976.22"
FDR12,null,Regular,5.52%,Baking Goods,$172.48,OUT019,1985,Small,Tier 1,Grocery Store,$687.11
FDS25,6.885,Regular,14.08%,Canned,$111.42,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,984.12"
NCL05,null,Low Fat,4.77%,Health and Hygiene,$42.18,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$1,255.03"
NCI30,20.25,Low Fat,5.93%,Household,$246.45,OUT017,2007,null,Tier 2,Supermarket Type1,"$3,695.19"
FDJ26,15.3,Regular,8.49%,Canned,$214.02,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,068.61"
FDA56,9.21,Low Fat,0.88%,Fruits and Vegetables,$122.44,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,583.94"
FDM33,15.6,Low Fat,0.00%,Snack Foods,$220.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,$661.14
FDP04,15.35,Low Fat,1.38%,Frozen Foods,$62.72,OUT049,1999,Medium,Tier 1,Supermarket Type1,$958.75
FDR55,12.15,Regular,13.24%,Fruits and Vegetables,$190.39,OUT045,2002,null,Tier 2,Supermarket Type1,"$2,836.31"
NCZ54,null,Low Fat,8.30%,Household,$164.06,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$5,523.48"
NCA53,11.395,low fat,0.99%,Health and Hygiene,$50.30,OUT049,1999,Medium,Tier 1,Supermarket Type1,$972.07
FDL20,17.1,Low Fat,0.00%,Fruits and Vegetables,$111.99,OUT046,1997,Small,Tier 1,Supermarket Type1,"$3,002.09"
FDT26,18.85,Regular,6.79%,Dairy,$119.04,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,198.44"
NCZ06,19.6,Low Fat,9.42%,Household,$251.97,OUT046,1997,Small,Tier 1,Supermarket Type1,"$4,566.06"
FDA04,11.3,Regular,6.71%,Frozen Foods,$258.20,OUT017,2007,null,Tier 2,Supermarket Type1,"$4,402.94"
FDD29,null,Low Fat,1.83%,Frozen Foods,$255.37,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$4,819.73"
FDS56,5.785,Regular,3.88%,Fruits and Vegetables,$260.73,OUT046,1997,Small,Tier 1,Supermarket Type1,"$6,033.48"
FDT07,5.82,Regular,7.73%,Fruits and Vegetables,$257.63,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,538.00"
FDT58,9,Low Fat,8.63%,Snack Foods,$168.08,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$2,181.16"
FDJ10,null,Regular,12.89%,Snack Foods,$139.18,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$4,916.93"
FDN25,7.895,Regular,6.12%,Breakfast,$59.26,OUT035,2004,Small,Tier 2,Supermarket Type1,$801.62
DRC27,13.8,Low Fat,5.82%,Dairy,$247.48,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,474.08"
FDA38,5.44,Low Fat,2.55%,Dairy,$238.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$3,605.31"
FDM56,16.7,Low Fat,7.01%,Fruits and Vegetables,$109.89,OUT013,1987,High,Tier 3,Supermarket Type1,$873.53
NCI43,19.85,Low Fat,2.59%,Household,$46.94,OUT013,1987,High,Tier 3,Supermarket Type1,$575.25
FDP36,10.395,Regular,9.17%,Baking Goods,$49.00,OUT017,2007,null,Tier 2,Supermarket Type1,$860.21
DRK49,null,LF,0.00%,Soft Drinks,$40.51,OUT019,1985,Small,Tier 1,Grocery Store,$40.61
FDW32,null,Regular,16.51%,Fruits and Vegetables,$87.79,OUT019,1985,Small,Tier 1,Grocery Store,$515.33
NCW18,15.1,Low Fat,5.94%,Household,$237.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,133.22"
FDQ44,20.5,Low Fat,3.63%,Fruits and Vegetables,$121.28,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$2,181.16"
FDL45,15.6,Low Fat,3.78%,Snack Foods,$124.97,OUT045,2002,null,Tier 2,Supermarket Type1,"$2,253.07"
DRB48,16.75,Regular,2.48%,Soft Drinks,$39.98,OUT035,2004,Small,Tier 2,Supermarket Type1,$746.36
FDQ34,10.85,Low Fat,16.29%,Snack Foods,$104.96,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,482.07"
FDH17,16.2,Regular,1.67%,Frozen Foods,$98.67,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,272.34"
FDN08,7.72,Regular,14.79%,Fruits and Vegetables,$116.65,OUT010,1998,null,Tier 3,Grocery Store,$117.85
FDK57,null,Low Fat,7.99%,Snack Foods,$120.04,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$4,434.23"
FDK10,5.785,Regular,4.03%,Snack Foods,$180.47,OUT013,1987,High,Tier 3,Supermarket Type1,$719.06
FDL39,null,Regular,6.30%,Dairy,$181.63,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$1,263.02"
FDP25,15.2,Low Fat,2.12%,Canned,$216.38,OUT035,2004,Small,Tier 2,Supermarket Type1,"$6,114.71"
FDC05,13.1,Regular,9.88%,Frozen Foods,$196.38,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,167.84"
FDA39,6.32,Low Fat,1.27%,Meat,$41.08,OUT013,1987,High,Tier 3,Supermarket Type1,$942.77
FDZ10,17.85,Low Fat,4.44%,Snack Foods,$124.90,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,897.53"
FDK08,null,Regular,12.17%,Fruits and Vegetables,$101.20,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$2,631.24"
DRD24,13.85,Low Fat,3.08%,Soft Drinks,$141.72,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,978.12"
DRG48,5.78,Low Fat,1.46%,Soft Drinks,$147.31,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$2,332.96"
FDH52,null,Regular,7.69%,Frozen Foods,$62.12,OUT019,1985,Small,Tier 1,Grocery Store,$123.84
FDS25,6.885,Regular,14.03%,Canned,$108.52,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,989.41"
NCH43,8.42,Low Fat,7.06%,Household,$216.02,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,372.91"
DRK01,7.63,Low Fat,6.14%,Soft Drinks,$94.64,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,607.24"
FDD59,10.5,Regular,6.66%,Starchy Foods,$80.90,OUT017,2007,null,Tier 2,Supermarket Type1,$958.75
FDB27,7.575,Low Fat,9.27%,Dairy,$197.78,OUT010,1998,null,Tier 3,Grocery Store,$197.08
FDO22,13.5,Regular,1.78%,Snack Foods,$81.40,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,198.44"
FDD35,12.15,Low Fat,2.59%,Starchy Foods,$120.24,OUT045,2002,null,Tier 2,Supermarket Type1,"$2,277.04"
FDR01,5.405,Regular,5.36%,Canned,$197.77,OUT035,2004,Small,Tier 2,Supermarket Type1,$796.30
NCB31,null,Low Fat,20.78%,Household,$262.29,OUT019,1985,Small,Tier 1,Grocery Store,$525.98
FDC35,7.435,Low Fat,12.28%,Starchy Foods,$208.76,OUT046,1997,Small,Tier 1,Supermarket Type1,"$3,105.96"
FDS23,4.635,Low Fat,14.12%,Breads,$127.10,OUT045,2002,null,Tier 2,Supermarket Type1,"$2,826.99"
FDC33,8.96,Regular,6.91%,Fruits and Vegetables,$197.78,OUT045,2002,null,Tier 2,Supermarket Type1,"$3,153.23"
NCF18,18.35,LF,8.93%,Household,$191.95,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$5,369.01"
FDM36,11.65,Regular,5.88%,Baking Goods,$173.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$3,448.84"
FDJ53,10.5,Low Fat,7.14%,Frozen Foods,$121.31,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,446.12"
NCL17,7.39,Low Fat,6.81%,Health and Hygiene,$140.78,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,567.29"
FDW27,null,Regular,15.01%,Meat,$154.53,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$1,396.18"
FDA32,14,Low Fat,3.01%,Fruits and Vegetables,$215.72,OUT046,1997,Small,Tier 1,Supermarket Type1,"$1,078.60"
FDA03,18.5,Regular,7.61%,Dairy,$145.81,OUT010,1998,null,Tier 3,Grocery Store,$291.62
FDW09,13.65,Regular,2.60%,Snack Foods,$79.63,OUT045,2002,null,Tier 2,Supermarket Type1,$554.61
FDN09,14.15,LF,0.00%,Snack Foods,$244.18,OUT045,2002,null,Tier 2,Supermarket Type1,$731.05
FDM08,10.1,Regular,5.39%,Fruits and Vegetables,$225.61,OUT017,2007,null,Tier 2,Supermarket Type1,"$4,250.47"
FDX01,10.1,LF,2.43%,Canned,$117.62,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,514.70"
DRO35,13.85,Low Fat,3.46%,Hard Drinks,$115.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$4,054.72"
FDS31,13.1,Regular,4.43%,Fruits and Vegetables,$178.53,OUT045,2002,null,Tier 2,Supermarket Type1,"$3,067.34"
NCM53,18.75,Low Fat,5.21%,Health and Hygiene,$104.83,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,343.62"
FDI16,14,Regular,13.57%,Frozen Foods,$52.06,OUT013,1987,High,Tier 3,Supermarket Type1,$852.22
DRF36,16.1,Low Fat,2.36%,Soft Drinks,$192.88,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$5,350.37"
FDW49,null,Low Fat,8.22%,Canned,$179.90,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$4,119.30"
FDB58,null,Regular,2.36%,Snack Foods,$141.72,OUT019,1985,Small,Tier 1,Grocery Store,$425.45
NCJ18,12.35,Low Fat,16.43%,Household,$119.81,OUT045,2002,null,Tier 2,Supermarket Type1,"$2,133.22"
FDL51,20.7,Regular,4.76%,Dairy,$215.09,OUT045,2002,null,Tier 2,Supermarket Type1,"$5,145.30"
FDS03,7.825,Low Fat,8.00%,Meat,$62.78,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,162.49"
NCO54,null,low fat,2.50%,Household,$53.66,OUT019,1985,Small,Tier 1,Grocery Store,$165.78
FDA48,12.1,Low Fat,11.51%,Baking Goods,$222.01,OUT045,2002,null,Tier 2,Supermarket Type1,"$3,547.38"
NCK06,null,Low Fat,0.86%,Household,$123.18,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$1,211.76"
NCZ54,14.65,Low Fat,8.35%,Household,$162.46,OUT045,2002,null,Tier 2,Supermarket Type1,"$2,274.37"
FDW39,null,Regular,3.67%,Meat,$177.24,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$4,763.80"
FDI09,20.75,Regular,12.93%,Seafood,$238.19,OUT046,1997,Small,Tier 1,Supermarket Type1,"$5,033.45"
NCO02,11.15,Low Fat,0.00%,Others,$65.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,120.54"
DRF13,12.1,Low Fat,2.98%,Soft Drinks,$144.34,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,612.60"
FDK25,11.6,Regular,15.77%,Breakfast,$168.35,OUT017,2007,null,Tier 2,Supermarket Type1,"$4,548.08"
FDZ38,17.6,Low Fat,0.80%,Dairy,$173.74,OUT017,2007,null,Tier 2,Supermarket Type1,"$5,863.03"
NCQ42,null,Low Fat,6.88%,Household,$127.97,OUT019,1985,Small,Tier 1,Grocery Store,$254.34
FDM14,null,Low Fat,1.32%,Canned,$108.93,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$2,713.14"
FDC20,10.65,LF,2.40%,Fruits and Vegetables,$54.03,OUT046,1997,Small,Tier 1,Supermarket Type1,$447.42
FDW32,18.35,Regular,9.47%,Fruits and Vegetables,$86.29,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,631.88"
FDQ19,7.35,Regular,1.44%,Fruits and Vegetables,$241.35,OUT045,2002,null,Tier 2,Supermarket Type1,"$5,331.73"
FDE08,18.2,Low Fat,4.94%,Fruits and Vegetables,$146.47,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$3,563.36"
FDC29,8.39,Regular,2.42%,Frozen Foods,$116.02,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,603.25"
FDV50,14.3,Low Fat,12.25%,Dairy,$121.97,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,709.81"
FDF11,10.195,Regular,1.77%,Starchy Foods,$239.85,OUT017,2007,null,Tier 2,Supermarket Type1,"$4,086.01"
FDN09,14.15,LF,3.50%,Snack Foods,$245.38,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,705.78"
DRG37,16.2,Low Fat,1.94%,Soft Drinks,$153.80,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,402.17"
NCV06,null,Low Fat,6.64%,Household,$195.25,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$7,168.67"
DRJ13,12.65,Low Fat,10.53%,Soft Drinks,$159.96,OUT010,1998,null,Tier 3,Grocery Store,$962.75
DRF25,null,Low Fat,3.87%,Soft Drinks,$37.32,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$1,281.67"
FDE53,10.895,Low Fat,4.50%,Frozen Foods,$107.23,OUT010,1998,null,Tier 3,Grocery Store,$426.11
FDS08,5.735,Low Fat,5.70%,Fruits and Vegetables,$176.34,OUT046,1997,Small,Tier 1,Supermarket Type1,"$1,764.37"
FDO23,17.85,Low Fat,14.73%,Breads,$93.74,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,701.78"
FDT07,5.82,Regular,7.73%,Fruits and Vegetables,$255.43,OUT046,1997,Small,Tier 1,Supermarket Type1,"$4,357.66"
NCX29,10,Low Fat,8.91%,Health and Hygiene,$146.91,OUT035,2004,Small,Tier 2,Supermarket Type1,"$3,207.82"
FDG22,17.6,Regular,4.14%,Snack Foods,$38.12,OUT035,2004,Small,Tier 2,Supermarket Type1,$732.38
DRJ47,null,Low Fat,4.40%,Hard Drinks,$173.31,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$6,751.21"
FDL43,10.1,Low Fat,2.70%,Meat,$77.57,OUT013,1987,High,Tier 3,Supermarket Type1,$306.27
FDZ43,null,Regular,5.68%,Fruits and Vegetables,$241.25,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$8,239.94"
FDZ21,17.6,Regular,3.92%,Snack Foods,$97.24,OUT046,1997,Small,Tier 1,Supermarket Type1,$193.08
FDJ50,8.645,Low Fat,2.16%,Canned,$53.40,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,209.76"
FDV35,19.5,Low Fat,12.82%,Breads,$155.93,OUT046,1997,Small,Tier 1,Supermarket Type1,"$3,878.29"
